Standard Code,Subject,Grade,Domain,Strand,Cluster,Standard,Substandard,Category,Subcategory,Description
5.NF.7,Math,5,NF,,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,7,,Number and Operations--Fractions,,"Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions. (Students able to multiply fractions in general can develop strategies to divide fractions in general, by reasoning about the relationship between multiplication and division. But division of a fraction by a fraction is not a requirement at this grade.)"
5.NF.7a,Math,5,NF,,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,7,a,Number and Operations--Fractions,,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) &divide; 4 and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) &divide; 4 = 1/12 because (1/12) _ 4 = 1/3."
5.NF.7b,Math,5,NF,,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,7,b,Number and Operations--Fractions,,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 &divide; (1/5) and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 &divide; (1/5) = 20 because 20 _ (1/5) = 4."
5.NF.7c,Math,5,NF,,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,7,c,Number and Operations--Fractions,,"Solve real-world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?"
5.MD.1,Math,5,MD,,Convert like measurement units within a given measurement system.,1,,Measurement and Data,,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step real world problems."
5.MD.2,Math,5,MD,,Represent and interpret data.,2,,Measurement and Data,,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally."
5.MD.3,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,3,,Measurement and Data,,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.
5.MD.3a,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,3,a,Measurement and Data,,"A cube with side length 1 unit, called a ""unit cube,"" is said to have ""one cubic unit"" of volume, and can be used to measure volume."
5.MD.3b,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,3,b,Measurement and Data,,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.
5.MD.4,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,4,,Measurement and Data,,"Geometric measurement: Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units."
5.MD.5,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5,,Measurement and Data,,Geometric measurement: Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.
5.MD.5a,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5,a,Measurement and Data,,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent three-fold whole-number products as volumes, e.g., to represent the associative property of multiplication."
5.MD.5b,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5,b,Measurement and Data,,Apply the formulas V =(l)(w)(h) and V = (b)(h) for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.
5.MD.5c,Math,5,MD,,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5,c,Measurement and Data,,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems."
5.G.1,Math,5,G,,Graph points on the coordinate plane to solve real-world and mathematical problems.,1,,Geometry,,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate)."
5.G.2,Math,5,G,,Graph points on the coordinate plane to solve real-world and mathematical problems.,2,,Geometry,,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation."
5.G.3,Math,5,G,,Classify two-dimensional figures into categories based on their properties.,3,,Geometry,,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles."
5.G.4,Math,5,G,,Classify two-dimensional figures into categories based on their properties.,4,,Geometry,,Classify two-dimensional figures in a hierarchy based on properties.
