Standard Code,Subject,Grade,Domain,Strand,Standard,Substandard,Category,Subcategory,Description
6.W.1e,Lang/Arts,6,W,,1,e,Writing Standards,Text Types and Purposes,Provide a concluding statement or section that follows from the argument presented.
6.W.2,Lang/Arts,6,W,,2,,Writing Standards,Text Types and Purposes,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
6.W.2a,Lang/Arts,6,W,,2,a,Writing Standards,Text Types and Purposes,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6.W.2b,Lang/Arts,6,W,,2,b,Writing Standards,Text Types and Purposes,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
6.W.2c,Lang/Arts,6,W,,2,c,Writing Standards,Text Types and Purposes,Use appropriate transitions to clarify the relationships among ideas and concepts.
6.W.2d,Lang/Arts,6,W,,2,d,Writing Standards,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
6.W.2e,Lang/Arts,6,W,,2,e,Writing Standards,Text Types and Purposes,Establish and maintain a formal style.
6.W.2f,Lang/Arts,6,W,,2,f,Writing Standards,Text Types and Purposes,Provide a concluding statement or section that follows from the information or explanation presented.
6.W.3,Lang/Arts,6,W,,3,,Writing Standards,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
6.W.3a,Lang/Arts,6,W,,3,a,Writing Standards,Text Types and Purposes,Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
6.W.3b,Lang/Arts,6,W,,3,b,Writing Standards,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
6.W.3c,Lang/Arts,6,W,,3,c,Writing Standards,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
6.W.3d,Lang/Arts,6,W,,3,d,Writing Standards,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
6.W.3e,Lang/Arts,6,W,,3,e,Writing Standards,Text Types and Purposes,Provide a conclusion that follows from the narrated experiences or events.
6.W.4,Lang/Arts,6,W,,4,,Writing Standards,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
6.W.5,Lang/Arts,6,W,,5,,Writing Standards,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.(Editing for conventions should demonstrate command of Language standards 1–3up to and including grade 6 on page53.)"
6.W.6,Lang/Arts,6,W,,6,,Writing Standards,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
6.W.7,Lang/Arts,6,W,,7,,Writing Standards,Research to Build and Present Knowledge,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
6.W.8,Lang/Arts,6,W,,8,,Writing Standards,Research to Build and Present Knowledge,Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
6.W.9,Lang/Arts,6,W,,9,,Writing Standards,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
6.W.9a,Lang/Arts,6,W,,9,a,Writing Standards,Research to Build and Present Knowledge,"Apply grade 6 Reading standards to literature (e.g., “Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories]in terms of their approaches to similar themes and topics”)."
6.W.9b,Lang/Arts,6,W,,9,b,Writing Standards,Research to Build and Present Knowledge,"Apply grade 6 Reading standards to literary nonfiction (e.g., “Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not”)."
6.W.10,Lang/Arts,6,W,,10,,Writing Standards,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
