Standard Code,Subject,Grade,Domain,Strand,Standard,Substandard,Category,Subcategory,Description
2.L.5,Lang/Arts,2,L,,5,,Language Standards,Vocabulary Acquisition and Use,Demonstrate understanding of word relationships and nuances in word meanings.
2.L.5a,Lang/Arts,2,L,,5,a,Language Standards,Vocabulary Acquisition and Use,"Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy)."
2.L.5b,Lang/Arts,2,L,,5,b,Language Standards,Vocabulary Acquisition and Use,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny)."
2.L.6,Lang/Arts,2,L,,6,,Language Standards,Vocabulary Acquisition and Use,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy)."
2.RF.3,Lang/Arts,2,RF,,3,,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know and apply grade-level phonics and word analysis skills in decoding words.
2.RF.3a,Lang/Arts,2,RF,,3,a,Reading Standards: Foundational Skills,Phonics and Word Recognition,Distinguish long and short vowels when reading regularly spelled one-syllable words.
2.RF.3b,Lang/Arts,2,RF,,3,b,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know spelling-sound correspondences for additional common vowel teams.
2.RF.3c,Lang/Arts,2,RF,,3,c,Reading Standards: Foundational Skills,Phonics and Word Recognition,Decode regularly spelled two-syllable words with long vowels.
2.RF.3d,Lang/Arts,2,RF,,3,d,Reading Standards: Foundational Skills,Phonics and Word Recognition,Decode words with common prefixes and suffixes.
2.RF.3e,Lang/Arts,2,RF,,3,e,Reading Standards: Foundational Skills,Phonics and Word Recognition,Identify words with inconsistent but common spelling-sound correspondences.
2.RF.3f,Lang/Arts,2,RF,,3,f,Reading Standards: Foundational Skills,Phonics and Word Recognition,Recognize and read grade-appropriate irregularly spelled words.
2.RF.4,Lang/Arts,2,RF,,4,,Reading Standards: Foundational Skills,Fluency,Read with sufficient accuracy and fluency to support comprehension.
2.RF.4a,Lang/Arts,2,RF,,4,a,Reading Standards: Foundational Skills,Fluency,Read grade-level text with purpose and understanding.
2.RF.4b,Lang/Arts,2,RF,,4,b,Reading Standards: Foundational Skills,Fluency,"Read grade-level text orally with accuracy, appropriate rate, and expression."
2.RF.4c,Lang/Arts,2,RF,,4,c,Reading Standards: Foundational Skills,Fluency,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
2.RI.1,Lang/Arts,2,RI,,1,,Reading Standards for Informational Text,Key Ideas and Details,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
2.RI.2,Lang/Arts,2,RI,,2,,Reading Standards for Informational Text,Key Ideas and Details,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.
2.RI.3,Lang/Arts,2,RI,,3,,Reading Standards for Informational Text,Key Ideas and Details,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text."
2.RI.4,Lang/Arts,2,RI,,4,,Reading Standards for Informational Text,Craft and Structure,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.
2.RI.5,Lang/Arts,2,RI,,5,,Reading Standards for Informational Text,Craft and Structure,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently."
2.RI.6,Lang/Arts,2,RI,,6,,Reading Standards for Informational Text,Craft and Structure,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe."
2.RI.7,Lang/Arts,2,RI,,7,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text."
2.RI.8,Lang/Arts,2,RI,,8,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Describe how reasons support specific points the author makes in a text.
2.RI.9,Lang/Arts,2,RI,,9,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Compare and contrast the most important points presented by two texts on the same topic.
2.RI.10,Lang/Arts,2,RI,,10,,Reading Standards for Informational Text,Range of Reading and Level of Text Complexity,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range."
2.RL.1,Lang/Arts,2,RL,,1,,Reading Standards for Literature,Key Ideas and Details,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
2.RL.2,Lang/Arts,2,RL,,2,,Reading Standards for Literature,Key Ideas and Details,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral."
2.RL.3,Lang/Arts,2,RL,,3,,Reading Standards for Literature,Key Ideas and Details,Describe how characters in a story respond to major events and challenges.
2.RL.4,Lang/Arts,2,RL,,4,,Reading Standards for Literature,Craft and Structure,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song."
2.RL.5,Lang/Arts,2,RL,,5,,Reading Standards for Literature,Craft and Structure,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action."
2.RL.6,Lang/Arts,2,RL,,6,,Reading Standards for Literature,Craft and Structure,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud."
2.RL.7,Lang/Arts,2,RL,,7,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot."
2.RL.9,Lang/Arts,2,RL,,9,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures."
2.RL.10,Lang/Arts,2,RL,,10,,Reading Standards for Literature,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literature, including prose and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range."
2.SL.1,Lang/Arts,2,SL,,1,,Speaking and Listening Standards,Comprehension and Collaboration,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
2.SL.1a,Lang/Arts,2,SL,,1,a,Speaking and Listening Standards,Comprehension and Collaboration,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
2.SL.1b,Lang/Arts,2,SL,,1,b,Speaking and Listening Standards,Comprehension and Collaboration,Build on others’ talk in conversations by linking their comments to the remarks of others.
2.SL.1c,Lang/Arts,2,SL,,1,c,Speaking and Listening Standards,Comprehension and Collaboration,Ask for clarification and further explanation as needed about the topics and texts under discussion.
2.SL.2,Lang/Arts,2,SL,,2,,Speaking and Listening Standards,Comprehension and Collaboration,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
2.SL.3,Lang/Arts,2,SL,,3,,Speaking and Listening Standards,Comprehension and Collaboration,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue."
2.SL.4,Lang/Arts,2,SL,,4,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences."
2.SL.5,Lang/Arts,2,SL,,5,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings."
2.SL.6,Lang/Arts,2,SL,,6,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1and 3 on page 26 for specific expectations.)
2.W.1,Lang/Arts,2,W,,1,,Writing Standards,Text Types and Purposes,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section."
2.W.2,Lang/Arts,2,W,,2,,Writing Standards,Text Types and Purposes,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section."
2.W.3,Lang/Arts,2,W,,3,,Writing Standards,Text Types and Purposes,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure."
2.W.5,Lang/Arts,2,W,,5,,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing."
2.W.6,Lang/Arts,2,W,,6,,Writing Standards,Production and Distribution of Writing,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
2.W.7,Lang/Arts,2,W,,7,,Writing Standards,Research to Build and Present Knowledge,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations)."
2.W.8,Lang/Arts,2,W,,8,,Writing Standards,Research to Build and Present Knowledge,Recall information from experiences or gather information from provided sources to answer a question.
