Standard Code,Subject,Grade,Domain,Strand,Standard,Substandard,Category,Subcategory,Description
7.L.5a,Lang/Arts,7,L,,5,a,Language Standards,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
7.L.5b,Lang/Arts,7,L,,5,b,Language Standards,Vocabulary Acquisition and Use,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
7.L.5c,Lang/Arts,7,L,,5,c,Language Standards,Vocabulary Acquisition and Use,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
7.L.6,Lang/Arts,7,L,,6,,Language Standards,Vocabulary Acquisition and Use,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
7.RI.1,Lang/Arts,7,RI,,1,,Reading Standards for Informational Text,Key Ideas and Details,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
7.RI.2,Lang/Arts,7,RI,,2,,Reading Standards for Informational Text,Key Ideas and Details,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
7.RI.3,Lang/Arts,7,RI,,3,,Reading Standards for Informational Text,Key Ideas and Details,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."
7.RI.4,Lang/Arts,7,RI,,4,,Reading Standards for Informational Text,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone."
7.RI.5,Lang/Arts,7,RI,,5,,Reading Standards for Informational Text,Craft and Structure,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas."
7.RI.6,Lang/Arts,7,RI,,6,,Reading Standards for Informational Text,Craft and Structure,Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
7.RI.7,Lang/Arts,7,RI,,7,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."
7.RI.8,Lang/Arts,7,RI,,8,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."
7.RI.9,Lang/Arts,7,RI,,9,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
7.RI.10,Lang/Arts,7,RI,,10,,Reading Standards for Informational Text,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
7.RL.1,Lang/Arts,7,RL,,1,,Reading Standards for Literature,Key Ideas and Details,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
7.RL.2,Lang/Arts,7,RL,,2,,Reading Standards for Literature,Key Ideas and Details,Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.
7.RL.3,Lang/Arts,7,RL,,3,,Reading Standards for Literature,Key Ideas and Details,"Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot)."
7.RL.4,Lang/Arts,7,RL,,4,,Reading Standards for Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama."
7.RL.5,Lang/Arts,7,RL,,5,,Reading Standards for Literature,Craft and Structure,"Analyze how a drama’s or poem’s form or structure (e.g., soliloquy, sonnet) contributes to its meaning."
7.RL.6,Lang/Arts,7,RL,,6,,Reading Standards for Literature,Craft and Structure,Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.
7.RL.7,Lang/Arts,7,RL,,7,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Compare and contrast a story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."
7.RL.9,Lang/Arts,7,RL,,9,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."
7.RL.10,Lang/Arts,7,RL,,10,,Reading Standards for Literature,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
7.SL.1,Lang/Arts,7,SL,,1,,Speaking and Listening Standards,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
7.SL.1a,Lang/Arts,7,SL,,1,a,Speaking and Listening Standards,Comprehension and Collaboration,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
7.SL.1b,Lang/Arts,7,SL,,1,b,Speaking and Listening Standards,Comprehension and Collaboration,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
7.SL.1c,Lang/Arts,7,SL,,1,c,Speaking and Listening Standards,Comprehension and Collaboration,Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
7.SL.1d,Lang/Arts,7,SL,,1,d,Speaking and Listening Standards,Comprehension and Collaboration,"Acknowledge new information expressed by others and, when warranted, modify their own views."
7.SL.2,Lang/Arts,7,SL,,2,,Speaking and Listening Standards,Comprehension and Collaboration,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
7.SL.3,Lang/Arts,7,SL,,3,,Speaking and Listening Standards,Comprehension and Collaboration,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
7.SL.4,Lang/Arts,7,SL,,4,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
7.SL.5,Lang/Arts,7,SL,,5,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
7.SL.6,Lang/Arts,7,SL,,6,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 on page 52 for specific expectations.)"
7.W.1,Lang/Arts,7,W,,1,,Writing Standards,Text Types and Purposes,Write arguments to support claims with clear reasons and relevant evidence.
7.W.1a,Lang/Arts,7,W,,1,a,Writing Standards,Text Types and Purposes,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
7.W.1b,Lang/Arts,7,W,,1,b,Writing Standards,Text Types and Purposes,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
7.W.1c,Lang/Arts,7,W,,1,c,Writing Standards,Text Types and Purposes,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
7.W.1d,Lang/Arts,7,W,,1,d,Writing Standards,Text Types and Purposes,Establish and maintain a formal style.
7.W.1e,Lang/Arts,7,W,,1,e,Writing Standards,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
7.W.2,Lang/Arts,7,W,,2,,Writing Standards,Text Types and Purposes,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
7.W.2a,Lang/Arts,7,W,,2,a,Writing Standards,Text Types and Purposes,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
7.W.2b,Lang/Arts,7,W,,2,b,Writing Standards,Text Types and Purposes,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
7.W.2c,Lang/Arts,7,W,,2,c,Writing Standards,Text Types and Purposes,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
7.W.2d,Lang/Arts,7,W,,2,d,Writing Standards,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
7.W.2e,Lang/Arts,7,W,,2,e,Writing Standards,Text Types and Purposes,Establish and maintain a formal style.
7.W.2f,Lang/Arts,7,W,,2,f,Writing Standards,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.
7.W.3,Lang/Arts,7,W,,3,,Writing Standards,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
7.W.3a,Lang/Arts,7,W,,3,a,Writing Standards,Text Types and Purposes,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
7.W.3b,Lang/Arts,7,W,,3,b,Writing Standards,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
7.W.3c,Lang/Arts,7,W,,3,c,Writing Standards,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
7.W.3d,Lang/Arts,7,W,,3,d,Writing Standards,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
7.W.3e,Lang/Arts,7,W,,3,e,Writing Standards,Text Types and Purposes,Provide a conclusion that follows from and reflects on the narrated experiences or events.
7.W.4,Lang/Arts,7,W,,4,,Writing Standards,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
7.W.5,Lang/Arts,7,W,,5,,Writing Standards,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grade 7 on page 53.)"
7.W.6,Lang/Arts,7,W,,6,,Writing Standards,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
7.W.7,Lang/Arts,7,W,,7,,Writing Standards,Research to Build and Present Knowledge,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
7.W.8,Lang/Arts,7,W,,8,,Writing Standards,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
7.W.9,Lang/Arts,7,W,,9,,Writing Standards,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
7.W.9a,Lang/Arts,7,W,,9,a,Writing Standards,Research to Build and Present Knowledge,"Apply grade 7 Reading standards to literature (e.g., “Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history”)."
7.W.9b,Lang/Arts,7,W,,9,b,Writing Standards,Research to Build and Present Knowledge,"Apply grade 7 Reading standards to literary nonfiction (e.g. “Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims”)."
7.W.10,Lang/Arts,7,W,,10,,Writing Standards,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
