Standard Code,Subject,Grade,Domain,Strand,Standard,Substandard,Category,Subcategory,Description
4.L.4,Lang/Arts,4,L,,4,,Language Standards,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies."
4.L.4a,Lang/Arts,4,L,,4,a,Language Standards,Vocabulary Acquisition and Use,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase."
4.L.4b,Lang/Arts,4,L,,4,b,Language Standards,Vocabulary Acquisition and Use,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph)."
4.L.4c,Lang/Arts,4,L,,4,c,Language Standards,Vocabulary Acquisition and Use,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."
4.L.5,Lang/Arts,4,L,,5,,Language Standards,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
4.L.5a,Lang/Arts,4,L,,5,a,Language Standards,Vocabulary Acquisition and Use,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context."
4.L.5b,Lang/Arts,4,L,,5,b,Language Standards,Vocabulary Acquisition and Use,"Recognize and explain the meaning of common idioms, adages, and proverbs."
4.L.5c,Lang/Arts,4,L,,5,c,Language Standards,Vocabulary Acquisition and Use,Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).
4.L.6,Lang/Arts,4,L,,6,,Language Standards,Vocabulary Acquisition and Use,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation)."
4.RF.3,Lang/Arts,4,RF,,3,,Reading Standards: Foundational Skills,Phonics and Word Recognition,Know and apply grade-level phonics and word analysis skills in decoding words.
4.RF.3a,Lang/Arts,4,RF,,3,a,Reading Standards: Foundational Skills,Phonics and Word Recognition,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
4.RF.4,Lang/Arts,4,RF,,4,,Reading Standards: Foundational Skills,Fluency,Read with sufficient accuracy and fluency to support comprehension.
4.RF.4a,Lang/Arts,4,RF,,4,a,Reading Standards: Foundational Skills,Fluency,Read grade-level text with purpose and understanding.
4.RF.4b,Lang/Arts,4,RF,,4,b,Reading Standards: Foundational Skills,Fluency,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression."
4.RF.4c,Lang/Arts,4,RF,,4,c,Reading Standards: Foundational Skills,Fluency,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
4.RI.1,Lang/Arts,4,RI,,1,,Reading Standards for Informational Text,Key Ideas and Details,Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
4.RI.2,Lang/Arts,4,RI,,2,,Reading Standards for Informational Text,Key Ideas and Details,Determine the main idea of a text and explain how it is supported by key details; summarize the text.
4.RI.3,Lang/Arts,4,RI,,3,,Reading Standards for Informational Text,Key Ideas and Details,"Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text."
4.RI.4,Lang/Arts,4,RI,,4,,Reading Standards for Informational Text,Craft and Structure,Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area.
4.RI.5,Lang/Arts,4,RI,,5,,Reading Standards for Informational Text,Craft and Structure,"Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text."
4.RI.6,Lang/Arts,4,RI,,6,,Reading Standards for Informational Text,Craft and Structure,Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.
4.RI.7,Lang/Arts,4,RI,,7,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,"Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears."
4.RI.8,Lang/Arts,4,RI,,8,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Explain how an author uses reasons and evidence to support particular points in a text.
4.RI.9,Lang/Arts,4,RI,,9,,Reading Standards for Informational Text,Integration of Knowledge and Ideas,Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.
4.RI.10,Lang/Arts,4,RI,,10,,Reading Standards for Informational Text,Range of Reading and Complexity of Text,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as necessary at the high end of the range."
4.RL.1,Lang/Arts,4,RL,,1,,Reading Standards for Literature,Key Ideas and Details,Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
4.RL.2,Lang/Arts,4,RL,,2,,Reading Standards for Literature,Key Ideas and Details,"Determine a theme of a story, drama, or poem from details in the text; summarize the text."
4.RL.3,Lang/Arts,4,RL,,3,,Reading Standards for Literature,Key Ideas and Details,"Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions)."
4.RL.4,Lang/Arts,4,RL,,4,,Reading Standards for Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean)."
4.RL.5,Lang/Arts,4,RL,,5,,Reading Standards for Literature,Craft and Structure,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, setting descriptions, dialogue, stage directions) when writing or speaking about a text."
4.RL.6,Lang/Arts,4,RL,,6,,Reading Standards for Literature,Craft and Structure,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations."
4.RL.7,Lang/Arts,4,RL,,7,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text."
4.RL.9,Lang/Arts,4,RL,,9,,Reading Standards for Literature,Integration of Knowledge and Ideas,"Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures."
4.RL.10,Lang/Arts,4,RL,,10,,Reading Standards for Literature,Range of Reading and Complexity of Text,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range."
4.SL.1,Lang/Arts,4,SL,,1,,Speaking and Listening Standards,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led)with diverse partners on grade 4 topics and texts, building on others’ ideas and expressing their own clearly."
4.SL.1a,Lang/Arts,4,SL,,1,a,Speaking and Listening Standards,Comprehension and Collaboration,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
4.SL.1b,Lang/Arts,4,SL,,1,b,Speaking and Listening Standards,Comprehension and Collaboration,Follow agreed-upon rules for discussions and carry out assigned roles.
4.SL.1c,Lang/Arts,4,SL,,1,c,Speaking and Listening Standards,Comprehension and Collaboration,"Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others."
4.SL.1d,Lang/Arts,4,SL,,1,d,Speaking and Listening Standards,Comprehension and Collaboration,Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
4.SL.2,Lang/Arts,4,SL,,2,,Speaking and Listening Standards,Comprehension and Collaboration,"Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
4.SL.3,Lang/Arts,4,SL,,3,,Speaking and Listening Standards,Comprehension and Collaboration,Identify the reasons and evidence a speaker provides to support particular points.
4.SL.4,Lang/Arts,4,SL,,4,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace."
4.SL.5,Lang/Arts,4,SL,,5,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
4.SL.6,Lang/Arts,4,SL,,6,,Speaking and Listening Standards,Presentation of Knowledge and Ideas,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language standards 1 and 3 on page 28 for specific expectations.)"
4.W.1,Lang/Arts,4,W,,1,,Writing Standards,Text Types and Purposes,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information."
4.W.1a,Lang/Arts,4,W,,1,a,Writing Standards,Text Types and Purposes,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer’s purpose."
4.W.1b,Lang/Arts,4,W,,1,b,Writing Standards,Text Types and Purposes,Provide reasons that are supported by facts and details.
4.W.1c,Lang/Arts,4,W,,1,c,Writing Standards,Text Types and Purposes,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition)."
4.W.1d,Lang/Arts,4,W,,1,d,Writing Standards,Text Types and Purposes,Provide a concluding statement or section related to the opinion presented.
4.W.2,Lang/Arts,4,W,,2,,Writing Standards,Text Types and Purposes,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
4.W.2a,Lang/Arts,4,W,,2,a,Writing Standards,Text Types and Purposes,"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
4.W.2b,Lang/Arts,4,W,,2,b,Writing Standards,Text Types and Purposes,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic."
4.W.2c,Lang/Arts,4,W,,2,c,Writing Standards,Text Types and Purposes,"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because)."
4.W.2d,Lang/Arts,4,W,,2,d,Writing Standards,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
4.W.2e,Lang/Arts,4,W,,2,e,Writing Standards,Text Types and Purposes,Provide a concluding statement or section related to the information or explanation presented.
4.W.3,Lang/Arts,4,W,,3,,Writing Standards,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
4.W.3a,Lang/Arts,4,W,,3,a,Writing Standards,Text Types and Purposes,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.
4.W.3b,Lang/Arts,4,W,,3,b,Writing Standards,Text Types and Purposes,Use dialogue and description to develop experiences and events or show the responses of characters to situations.
4.W.3c,Lang/Arts,4,W,,3,c,Writing Standards,Text Types and Purposes,Use a variety of transitional words and phrases to manage the sequence of events.
4.W.3d,Lang/Arts,4,W,,3,d,Writing Standards,Text Types and Purposes,Use concrete words and phrases and sensory details to convey experiences and events precisely.
4.W.3e,Lang/Arts,4,W,,3,e,Writing Standards,Text Types and Purposes,Provide a conclusion that follows from the narrated experiences or events.
4.W.4,Lang/Arts,4,W,,4,,Writing Standards,Production and Distribution of Writing,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
4.W.5,Lang/Arts,4,W,,5,,Writing Standards,Production and Distribution of Writing,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing.(Editing for conventions should demonstrate command of Language standards 1–3up to and including grade 4 on page 29.)"
4.W.6,Lang/Arts,4,W,,6,,Writing Standards,Production and Distribution of Writing,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting."
4.W.7,Lang/Arts,4,W,,7,,Writing Standards,Research to Build and Present Knowledge,Conduct short research projects that build knowledge through investigation of different aspects of a topic.
4.W.8,Lang/Arts,4,W,,8,,Writing Standards,Research to Build and Present Knowledge,"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources."
4.W.9,Lang/Arts,4,W,,9,,Writing Standards,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
4.W.9a,Lang/Arts,4,W,,9,a,Writing Standards,Research to Build and Present Knowledge,"Apply grade 4 Reading standards to literature (e.g., “Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [e.g., a character’s thoughts, words, or actions].”)."
4.W.9b,Lang/Arts,4,W,,9,b,Writing Standards,Research to Build and Present Knowledge,"Apply grade 4 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text”)."
4.W.10,Lang/Arts,4,W,,10,,Writing Standards,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
